,word_guesses,first_pass,solution_words,solution
829,Pan;ami;cavi;Pan;ami;cavi;Pan;ami;cavi;Pan;ami;cavi,Pan O R ami cavi S TA,Panoramica;vista;P;an;ora;mica;vista;P;an;ora;mica;vista,Panoramica vista
830,,I N Enrico Einaudi Svelta Tipos Ashkenazy N II N,Inenco;ineo;in;tiposi;ashkenazi;Inenco;ineo;in;tiposi;ashkenazi;;Inenco;ineo;in;tiposi;ashkenazi;;Inenco;ineo;in;tiposi;ashkenazi;;Inenco;ineo;in;tiposi;ashkenazi;;Inenco;ineo,Inenco
831,,CIF ancoraggi C UP castelvetrano,Cifan;coraggicupa,Cifan coraggicupa
832,fa;anni;vie;casetta;tinta;crepuscolo;casetta;tinta;crepuscolo,fa M O S anni vie R,Famoso;anniversario;;Casetta;Mostinta;;Casetta;Mostinta,Famoso anniversario
833,versi;sotto;alettoni;topi;sci;ali;topi;sci;ali,versi sotto alettoni,Ver;sottomalenti;Topi;sciali;Topi;sciali,Ver sottomalenti
834,nattore;bisare;temeraria;nattore;bisare;temeraria;nattore;bisare;temeraria,U nattore TT bisare N temeraria,Una;ttore;tisare,Una ttore tisare
835,,Un blasonato M,Un;bl;onato;m;Mali;Un;bl;onato;m;Mali;;Un;bl;onato;m;Mali;;Un;bl;onato;m;Mali;;Un;bl;onato;m;Mali;;Un;bl;onato;m;Mali;;Un;bl;onato;m;M,Un blasonato M
836,ree;distribuiti;campione,F ree ZE distribuiti NC campione,Freesze;di;distribuito,Freesze di distribuito
837,,A PP altari del tempio C campanile Al centro del Tamigi N A matador,Appartar;il centro del Tamigi;Appartar;il centro del Tamigi;A;PP altari;del tempio;A;PP altari;del tempio;A;PP altari;del tempio;A;PP altari;del tempio;A;PP altari;del tempio;A;PP altari;del tempio;A;PP altari,Appartar
838,Alida;ratti;casetta;sostegno;casetta;sostegno;casetta;sostegno,,Alida;ratti;casc;et;casc;et;casc;et,Alida ratti
839,,RA sala,Rass;ala;galo;;Rass;ala;galo;;;Rass;ala;galo;;;Rass;ala;galo;;;Rass;ala;galo;,Sala
840,,Il Pacino attore,,
841,,CR I [Ce ne sono tremila in atletica] [Possono essere a castello] C A,Cres;crescita,Crescita
842,picco;pane;etto,picco L pane S S etto,Piccolo;panezzetto,Piccolo panezzetto
843,,Marea IE poggia L Lario,Mare;aie;poglia,Mare
844,,Cavi Rame,,Cavi Rame
845,,Buona combinazione a poker,Buona;combinazione;a;poker,Buona
846,,Pile Olio Un conduttore N larghe N Z nere TI,Pileolio;uncondotto;cond;nanzine,Pile Olio Un conduttore N larghe N Z nere TI
847,,PAsta D raganella M ballo,Pastad;ra;ga;n;ballo;Pastad;ra;ga;n;ballo;;Pastad;ra;ga;n;ballo;;Pastad;ra;ga;n;ballo;;Pastad;ra;ga;n;ballo;;Pastad;ra;ga;n;ballo;;Pastad;ra;ga;n;ballo;;Pastad;ra;ga;n;ballo,Pastadra
848,,[Preposizione... in Cina] V I [Poesie liriche] R [Uno pesa cento grammi],Invi;Poesie;Invi;Poesie,Invi Poesie
849,aglio;montagna;doti,S aglio NA montagna G A doti,Saglionamon;t;ogadoti,Saglionamon t ogadoti
850,vaglia;forno;liane,vaglia TE S I forno liane,Valli;asteno,Valli asteno
851,,,Giostra;Carea;gana;torpèmaglia,
852,,Ottoni,,Ottoni
853,,Equo Tafari O R,Equo;Tafari,Equo Tafari O R
854,,CE tronco [Partono dal tronco] = sci,Sci conta<|end|><|endoftext|>,
855,,SI RENA,1;Giaferesi,Siena
856,,[Il bello... della scopa] = manico,Cinquanta,Cinquanta<|end|><|endoftext|>
857,,L A [Si raccolgono dal gelso] CH E [Musulmani conquistatori della Spagna] NO [Una cronaca un po' morbosa] A [Si raccolgono dal gelso],L;Aria;che;mos;un;co;nesta;L;Aria;che;mos;un;co;nesta,L'Aria che mos un co nesta
858,,Unno,,Unno
859,,ZUP si prende solo parlando,,Zupa
860,recisi;cobra,P recisi N cobra,Preci;sincobra,Preci sincobra
861,,[Ha valore di questa] R [Una preposizione] [Fa fermate in città] ON T [Idoneo al servizio militare],,
862,,Lotta Rie T fede DI audaci LI piperita,L;ottrietà;fede;DIA;U;dedica;L;ottrietà;fede;DIA;U;dedica,Lotta Rie T fede DI audaci LI piperita
863,ombra;di;acino,SI ombra di acino,Sìombra;diacino,Sìombra diacino
864,,IR maglia RI passo Guevara T,,Irmaglio
865,,D molo li NO,Dmolo;Lino;R;I;S;C;O;P P A N T A R I A;Liano;R;I;S;C;O;P P A N T A R I A;Liano,Dmolo Lino
866,bar;gol;monili,S bar NE gol monili E,Sbarnegol;monili,Sbarnegol monili
867,assieme;nonni;Opi,B assieme S nonni SC Opi,Bassi;e;sconnessi;scopi,Bassi e sconnessi scopi
868,,CUS insolente M bruti,Cusinos;lentem,Cusinos lentem
869,,Uomo molto piccolo,Umo;molto;piccolo;Pic;colo;uomo molto piccolo,Umo molto piccolo
870,Tosca;ante;cappello;Tosca;ante;cappello,MO Tosca T T ante,Moto;scattante;;Risco;piandacappello;Moto;scattante;;Risco;piandacappello,Moto scattante
871,,B [La Maggiore ha il Grande Carro] BI [Articolazione ossea] [Misure agrarie] T E,,
872,acini;re;re,C acini A re a re T E,Caciniare;a;rete,Caciniare a rete
873,,Come Qui tale D orca T alano,Come Qui tale D orca T alano;Cioccolata Qui tale D orca T alano,
874,ave;Manlio;Cilea;mine;sciatori,,Ave;Manlio;Cilea,
875,calderoni;siepi,B calderoni PA siepi,Balder;Nipoti;;R;i;s;il;i;liti;;C;a;l;i;s;liti;;P;a;s;si;l,Balder Nipoti
876,,Motosilurante TI Nave da carico,Motosil;una,Motosilurante
877,,,Trigare;venezia;Liconcumumentazione,
878,,[Viene prima del sol] = crepuscolo,Crepuscolo;tr;torina,Crepuscolo tr torina
879,,SP OLI,Spolio;StR,Spolio
880,pasticceria;dei;tesi,V pasticceria dei P O tesi,Vapisti;caderia,Vapisti caderia
881,piede;nei,F piede R nei,Fi;piedere,Fi piedere<|end|><|endoftext|>
882,,FR Alba G O Gnali U S T AST ALO,Fralab;Bagona;la;gnà;lustastalò;lustastalo,
883,,Canti barbari,Canti;barbari;cantici,Canti barbari
884,,"[Curvo, prostrato] NS IL [La usano i carpentieri] [Comincia appena finisce] IA [Filo da sarti] LI C ES [Un pappagallo da trespolo]",Ci;ci;si;lento;sperimenta;liceo;scola,Ci ci si lento sperimenta liceo scola
885,,IMpianto,,Impianto
886,goéche;nei;zio,goéche SE nei N O zio,Goéche;se;nein,Goéche se nein
887,,Ape Lari Resta F,Apela;riar;resta;fissa,Ape Lari Resta F = Apiari resta f
888,accordo;latine;mani;incidente;incidente;incidente;mini;mini;mini,accordo latine R O mani,Accord;Olatine;;I;c;i;n;t;e;;M;i;n;i;m;i,Accord Olatine
889,insenatura;remo,S insenatura remo NTI,Sinsenu;atremo,Sinsenu atremo
890,,NOC,,Nocciola
891,musi;chiavi;inattivo,musi C chiavi G O inattivo,Musica;chiaviognati,Musica chiaviognati
892,,Canti (Lontano nel tempo) (Ha lo scettro) (Si visitano allo zoo) N (Solidi... per il gelato) C I,Canti;lontano;nel tempo,Canti (Lontano nel tempo) (Ha lo scettro) (Si visitano allo zoo) N (Solidi... per il gelato) C I
893,,ATT [Sono formate da 60 minuti] NE [Sono formate da 60 minuti] A [Elenco],Atti;nesistici,Atti Nesi
894,cimiero;pila;naufragio;isola;isola;isola,cimiero P pila ICI,Cimier;oppali;;Naufragi;ospita;;Isola;Pisola,Cimier oppali
895,,Compagnia,,Compagnia
896,viola;fa;fragola,viola F fa RA fragola RA,Violaffa;r;aragola,Violaffa r aragola
897,,[Le stringe il festeggiato] G O L [Il centro di Medina] S [Sono famosi quelli di Riace],,
898,numi;valle;ed;rei,numi RO valle T ed IB rei,Numeri;Roman;al;Ebrei,Numeri
899,re;re;iride,T re M ila re G iride,Tremila;regiride,Tremila regiride
900,si;Firenze;canto;cappa;casetta;soccorso;casetta;soccorso,si Firenze canto cappa,Siff;Renza;Cas;Cater,Siff Renza
901,,DI Rieti scurissimi CHI A,Direti;Direti,Direti
902,Po;casacche,GI Po casacche CA,Gipoca;scaccheca,Gipoca scaccheca
903,Garibaldi;sub;ante,TI Garibaldi E sub ER ante,Tigre;aldilieuse,Tigre aldilieuse
904,,FR A tempesta CCI,Frat;elitoccia,Fratelli
905,,Fari F est,,Farife
906,,I M bici A miura solido per il gelato,Imbiciare;solido per il gelato,
907,,L I si affollano di sportivi,,L'incontro
908,Quad;teso;pulsante,Quad EN teso RD I pulsante,Quadente;sordipulsante,Quadente sordipulsante
909,ave;Scola;ci vediamo;ci vediamo;ci vediamo;ci vediamo;ci vediamo,BR ave Scola RE,Brave;scolare;;R;I S;cive;diamo;cive;diamo;cive;;R;I S;cive;diamo;cive;diamo;cive,Brave scolare
910,,Caffè,,Caffè
911,,CON sospetto membra la cioccolata N sacco G NI fessa FE,Conspetto;me;membra;la;cioc;coccolata,Con sospetto membra la cioccolata N sacco G NI fessa FE
912,,S Etiopia Uomini Olio,Siti;t;un;italiano,Siti
913,,AM Tassinari (compagnia) (si imbarca nella stiva) LM (standard) U (ai lati della via),Amati;sani;parigi;';par;Amati;sani;parigi;';par;Amati;sani;parigi;';par;Amati;sani;parigi;';par;Amati;sani;parigi;';par;Amati;sani;parigi;';par;Amati;sani;parigi;';par,Am Tassinari
914,,RI rive RE languido smorto,,Rivela
915,,Cola nella leccarda,Colaneri,Cola
916,,DIF,Difesa;difesa;Difesa;difesa;D;if;es;fa;se;da;fesa;da;fesa;da;fesa;da;D;if;es;fa;se;da;fesa;da;fesa;da;fesa;da,Difesa
917,,PAD non tutti sono confessi,Pad;nonosti;no;confessi;ossenti,PAD non tutti sono confessi
918,,RAP Perla del Tigullio,Perla;perla;Ati,Perla
919,tegola;Ares;re;tegole,AT tetto RS Marte T coronato T tetto,Attaccar;tegole;teg;Attaccar;tegole;teg;Attaccar;tegole;teg;Attaccar;tegole;teg,Attico
920,,Pari,,Pari
921,su;libri;occhi,E su libri T occhi C I,Esuli;britannici;;R;i;s;o;l;i;b;in;iati;ososi,Esuli britannici
922,vi;giara;armi,GR vi S giara P armi,Grivi;giariampi,Grivi giariampi
923,raspa;Cina;tee;pio,T raspa Cina N tee SE M pio,Trasparaci;neteese,Trasparaci neteese
924,,Rivoire G GE,Rivoli Gare Stry FF,Rivoli
925,,MI esortazione a riprendersi,Miesse;regine,MI esortazione a riprendersi
926,Ane;cestia,L A Ane cestia LLA,La;aneca;s;tialla,La aneca s tialla
927,,[Usa piatti e grancassa] = batteria,batteria,batteria Atlante figli
928,si;e tt;vetrate,A si N e tt G L I vetrate,Asini;eglivetrate,Asini eglivetrate
929,seta;tosco;sci,seta CIU tosco N O sci,Setacci;utoposco,Setacci utoposco
930,,grevi L A cesta S volanti,Grevi;Lachesta;Grevi;Lachesta,Grevi Lachesta
931,,D I [Partono in viaggio di nozze] TIV [Quella lirica si dà a teatro] L [Fra il sol e il si] R [Lo seguono nelle Dolomiti],,Dì viaggio di nozze TIV lirica L sol si R seguono nelle Dolomiti
932,,Q U aki,,Quake
933,,GRANTE G,,Grante
934,,[Le... luci dei ponti] M E [Li adoravano i Greci] N [Scompiglia le chiome] L AL [Compagna del primo uomo],,
935,vasi;vasi;cerchio,E vasi vasi GNO R cerchio,Evasivo;sisignor;cerchi,Evasivo sisignor cerchi
936,,AC fune R E attrici RS trampoliere egiziano,Nove,Acfunero
937,unto;pistole;ti;tese;bimba,,Un;topo;pistoleritasi;veramente,
938,,RARE,,Rare
939,ali;code;arpa,V ali code IC arpa ZI,Valico;de;Icarpa,Valico de Icarpa
940,,Lite,,Lite
941,,A fratello di mamma,,Padre
942,,T orto pali SE,Toro;Palise;Risil;Ilies,Toro Palise
943,,Dedalo,,Dedalo
944,,[A volte non si... vede!] = Naso,Naso;marinai,Naso marinai fata Dante
945,,,Bal;bisci;ter;gi;no;epicinie,
946,,COPERA TER,,Copertera
947,,Cantiere (coraggio) (danno frutti polposi) O (Hanno colpe da scontare) N (il segnale della riscossa),Canti;eregi;eregisti,Cantieri
948,,RE Mebe,,Remebe
949,cargo;lettone;Gianni;col;aste,,Cargoletto;nei;no;colaste,Cargoletto nei no colaste
950,,S posa IN protesta,Sposa;protesta;;R;i s;t a c i a;l i s t e r;;S;p o s a;I N;t a c i a l i s t e r,Sposa protesta
951,,[Le preghiere del poeta] S [Si gioca coi dadi] L CO [Porta messaggi o notizie],,Orazione Spiaggia
952,,"[Ci fu quello RomaBerlino] GN [La desinenza della prima coniugazione verbale] VI, [Si citano con i quali] ZI",,
953,,VI LIC,Vinacce;vine;vinati,Vile
954,presa;cigno;con;carro,,Presaci;gignor;iconcar,Presaci gignor iconcar
955,,CU spettacolo su telone,,CU spettacolo su telone = CU spettacolo su telone
956,Padova;costa;mani;arti,,Pad;ova;costa;domani;partirà,
957,,[Organi prensili] E [Lavorano con i denti] N O,,
958,,C A vocaboli equivalenti T esperti nel mestiere,,Capi
959,,Gente Dante,,Gente
960,,[Si cucina e fa buon sangue] R [Si offre all'ospite] S [Si offre all'ospite] TI,Cucina;Rc;cucinati,Cucina R cucina S cucina TI
961,,TE [Si riempiono la domenica] ELE [Una carta figurata],,
962,cappuccino;cancelli,Cappuccino,Cap;pu;cappuccino,Cappuccino
963,,Pace Diciotto,,Pace Diciotto
964,,CO si leggere sesto,,Cosa
965,,APP Campioni O N polline,Approcciano;pallene,Approcciano
966,,si ripetono nei matrimoni,,si
967,capelli;sponda;ti,V I capelli sponda ti,Vica;pe;listondati,Vica pe listondati
968,Vesta;risona;fritti,I Vesta risona G G I fritti,Ivestra;sonaggi,Ivestra sonaggi
969,,salami N N E R ancoraggi,Salami;nerancoraggi,Salami nerancoraggi
970,,U NI D ANU KIS,Un;idano;unidanù;unidanù;Un;idano;unidanù;unidanù;Un;idano;unidanù;unidanù;Un;idano;unidanù;unidanù;Un;idano;unidanù;unidanù;Un;idano;unidanù;unidanù;Un;idano;unidanù;unidanù,Unidanu
971,,[Dànno un punto a scopa] G I N [Le agitano gli uccelli] T [Rende meno agili] N [Liquido immunizzante],,Pi G I N ali T ad N siero
972,zia;nei;arti,LE zia nei M P arti TA,Leziane;impartita,Leziane impartita
973,Pellico;Stan,AP Pellico Stan TI,Appelli;costanti,Appelli costanti
974,,MO sce,,Mosce
975,,C Ciro Petrarca SP colle TA,Circo;Petrarca;;C;Ci;ro;Pet;rar;cas;col;let;ata;;C;Ci;ro;Pet;rar;cas;col;let,Circo Petrarca
976,,Darembre Riposti,,Darembre Riposti
977,azioni;capelli;in;coperchia,B azioni capelli S in C coperchia TO,Bazioni;capelliscinco,Bazioni capelliscinco
978,,fa MO rei NC A leva NI mi,F;amore;incella;le;vani,F'amore incella le vani
979,pistacchio;divano;chiusi,E pistacchio divano R E C chiusi,Epistacchio;divanocchi,Epistacchio divanocchi
980,acca;sai;ovino,Non acca sai N D ovino,Nonaccasai;nodovino,Nonaccasai nodovino
981,,[Va matto ... per gli scacchi] GI [Le dita più lunghe] S U [Molti la leggono ma nessuno la scrive],,
982,laurea;cesta,laurea RI cesta STA,,Laurea RI cesta STA
983,occhiali;menta,FI occhiali menta RI,Fiocca;liamentari,Fiocca liamentari
984,,VE [Differenze in più] MM [La dea dell' ingiustizia],VED;differenze,VED differenze<|end|><|endoftext|>
985,,IM inclinata V profumato un fiore,Inclinata;Profumato un fiore,Inclinata
986,aletta;tino;abili,G aletta N tino T abili,Galetta;Nitotabi,Galetta Nitotabi
987,re;sale;re;est,P re C sale re mo D est O,Precesale;remodesto,Precesale remodesto
988,,Balla D I pialla,Balla;dipialla,Balla dipialla
989,,DI,,Dib
990,,L A armi N T palmipedi devota CE,L;armamento;pal;piedi;L;armamento;pal;piedi;L;armamento;pal;piedi;L;armamento;pal;piedi;L;armamento;pal;piedi;L;armamento;pal;piedi;L;armamento;pal;piedi;L;armamento;pal;piedi;L,L'arma nel pesto
991,Ionio;scogli;rame;Adamo,,Ionio;Descogli;Rame,Ionio Descogli Rame
992,,viole NTI U sante,Violente;usante,Violente usante
993,Top;ali;teso,Top L E M ali N teso,Toplum;alinteso,Toplum alinteso
994,,Lascivia Tascamovia A MO,L;asci;tascami;vi;amomo;vivo;L;asci;tascami;vi;amomo;vivo;L;as;sci;tascami;vi;amomo;vivo;L;as;sci;tascami;vi;amomo;vivo;L;as;sci;tascami;vi;amomo;vivo;L;as;sci;tascami;vi;amomo;vivo;L;as;sci;tascami,Lascivia Tascamovia A MO
995,asso;fila;in,V asso IO fila ZZ in E,Vassio;fil;Azzine;Vassio;fil;Azzine,Vassio fil ZZ in E
996,,,P;Ente;Lunite;m;Palude Lisi,
997,si;carpi;somme,ES si C carpi G somme,Esseccar;piagomme;;R;i s t r a c t i o n a l i t t a;C o n s i t a t i o n a l i t t a,Esseccar piagomme
998,,Crudele passeraceo CU somala VI,Crude;lepere;somali,Crude lepere somali
999,,SC altee T resina M,Scaltee;tr;esi;Scaltee;tr;esi;;Scaltee;tr;esi;;Scaltee;tr;esi;;Scaltee;tr;esi;;Scaltee;tr;esi;;Scaltee;tr;esi;;Scaltee;tr;esi;;Scaltee;tr,Scala
1000,,Po,,Po
1001,pista;spada;mica,,Pista;spada;mica DCC,Pista spada mica DCC<|end|><|endoftext|>
1002,,"[Ce ne sono di oliva e di cocco] M [L'ultimo è stato il XII] NI [Il numero uno, la testa, l' inizio] R [Le mettono i magistrati] SE",Cenosi;olivine,Cenosi olivine
1003,,[Può essere più o meno fitto] C I [Si muovono a dama] R [Lo sono anche le stelle],Cipolla;cipria,Cipolla cipria
1004,,L A neutralizzano gli acidi L I cadenze dialettali [Hanno ispirato Aristofane] N SE,,Lana
1005,Casablanca;erica,FLO Casablanca T erica,Flaca;sbalancar,Flaca sbalancar
1006,barche;remi,TO S barche remi T A,Tobacco;remita,Tobacco remita
1007,,Pontefici L L abili nuotatrici abbattute al livello del suolo,Ponti;fi;per;lari,Ponti
1008,,Cima,,Cima
1009,rafficone;tovagliati;tino,T rafficone N tovagliati VAN,Trafficone;Nostaviani,Trafficone Nostaviani
1010,,AUDIA,,Audi
1011,,LU MI [Quelle del cavallo hanno le froge] SA L [Conifere],Lumiera;salaconi,Lumiera salaconi
1012,area;dove;carena,area R dove carena TO,Area;Rovercane,Area Rovercane
1013,monte;salsicce;sei;Talia,,Monte;Risal;si;cesein,monte RI salsicce sei NI Talia
1014,rima;rimesso;restituiti;ana;ana;ana;ana;ana;ana;ana;ana;ana;ana;ana;ana,rima N E rimesso R P restituiti,Rimani;restituiti;;A;na;ana;ana;ana;;A;na;ana;ana;ana,Rimani restituiti
1015,tempi;ria,PAS tempi G ria,Paste;mi;grià,Paste mi grià
1016,,[È uguale per tutti] D A [L'azione del rematore] DRO,Dirit;t;ortografia;Dirit;t;ortografia;Dirit;t;ortografia;Dirit;t;ortografia;Dirit;t;ortografia;Dirit;t;ortografia;Dirit;t;ortografia;Dirit;t;ortografia;Dirit;t;ortografia;Dirit,diritto
1017,barile;tori,TUR barile T tori,Turbar;i;lettori,Turbar i lettori
1018,banana;peccatrice;bicchieri;pendii;ananas;peccatrice;bicchieri;pendii;ananas;peccatrice;bicchieri;pendii,SU banana peccatrice L bicchieri N C pendii ZZE,Subanana;peccac;eriticer;;Risananas;peccac;eriticer,Subanana peccac eriticer
1019,clowns;dama;acini,B clowns dama T acini O NI,Blown;su;damatacini,Blown su damatacini
1020,green;cere,SOL green M cere,Sol;Greenmecere,Sol Greenmecere
1021,,,Vae;vitti;n;concan;nondram;da;coniettine;V;a;ve;ti;n;con;can;non;da;coniettine;V;a;ve;ti;n;con;can;non;da;coniettine,
1022,,Roma M U N sputa,Romba;muspata;;setter;setter;;setter;setter,Romba muspata
1023,,CANCAN,Cannac Il Gin,Cannac
1024,,MA Oriente,,Materia
1025,,,Corte;Siro;Mumenti,
1026,,cassa FF urna TO,Cass;affranato,Cass affranato
1027,epoca;trophy;amare,V epoca N trophy T amare,Vecpoca;Ntrofy;Tame,Vecpoca Ntrofy Tame
1028,,Scalate M E le sponde del fiume NA Iesolo N A,Tre;Tre;Tre;Tre;Tre;Tre,Scalate M E le sponde del fiume NA Iesolo N A = Scale
1029,ago;girasole;persona,G ago N girasole persona SI,Gag;goneraso;lepersona,Gag goneraso lepersona
1030,,DO Frassica N pedina Compagno Ercole V I,DOFR;as;si;ca;n;pedina;DOFR;as;si;ca;n;pedina;;DOFR;as;si;ca;n;pedina;;DOFR;as;si;ca;n;pedina;;DOFR;as;si;ca;n;pedina;;DOFR;as;si;ca;n;pedina,DOFrassica N pedina Compagno Ercole V I
1031,est;Coco;piume,G est OPO Coco R piume,Geste;poco;corpume,Geste poco corpume
1032,,[I personaggi meno amati delle fiabe] = nani,Nannine;ripa,Nannine ripa
1033,la;lettera;non;profonda;azzurro;cane;randagio;randagio;randagio;randagio;rand,la lettera A non profonda,la;lettera;non profonda;az;azurano;arando,la lettera non profonda
1034,,Croma OG Atkinson si fa con il trapano,,Croma OG Atkinson si fa con il trapano
1035,,CE lucertola NE scaramazza S precede diem in un famoso verso di Orazio,Cele;ltron;un;un;famoso;Cele;ltron;un;un;famoso;;Cele;ltron;un;un;famoso;;Cele;ltron;un;un;famoso;;Cele;ltron;un;un;famoso;;Cele;ltron;un;un;famoso;;Cele;ltron;un;un;famoso,Celeltron
1036,,sopra ST I sole S pirati,Sopra;stisole;sipirati,Sopra stisole
1037,,lumi S scafo NA,Lumismo;scafona,Lumismo scafona
1038,sei;sciatori,E L I sei sciatori,Elise;si;sciatori,Elise si sciatori
1039,,Gneiss L Libia N C,,Gneiss L Libia N C = Gneiss L Libia N C
1040,,Vulcano LB si spiegano al volo la capitale dei francesi A N castori si ascoltano A,Vulcano;lbs;spiegano;al volo;la;capitale;,Vulcano LB si spiegano al volo la capitale dei francesi A N castori si ascoltano A
1041,,Compagni,Compagni,Compagni
1042,,C Imola P affini,Cimolai;paffini,Cimolai paffini
1043,,asta CO lidi M I NA reti,Astacoli;di;minimare,Astacoli di minimare
1044,,DI barile TE bagnata,,Barile
1045,Uri;AIN;lesioni,T Uri ST AIN G lesioni,Turisti;inglesi;Risolvi;amonito;0;1;2;3;4;5;6;7;8;9;Zero;un;due;tre;quattro;cinque;sei;sette;Otto;Nove,Turisti inglesi
1046,odori;Eden;cantano;cantano;cantano;cantano,Ci odori T Eden,Ciodori;Tedesco;;Risione;Cantano;;Contanta;Cantano,Ciodori Tedesco
1047,cugino;zio;toscana;cugino;zio;toscana,SPA CCHIA,,Spacchia
1048,,Sala,,Sala
1049,arancio;cipolle;Rino;oli,P arancio cipolle SA Rino T EV oli,Parancio;cipolle;salarino,Parancio cipolle salarino
1050,,IMI portarono doni a Gesù,Immagine;Nimnimd,IMI = Immagine
1051,sotto;cigni;are,L sotto R O cigni Z I are,Lusso;ro;cigni ziare,Lusso ro cigni ziare
1052,sarta;nascondere;re,U sarta N nascondere DE re,Usta;ranta;condere,Usta ranta condere
1053,piste;cima;piste;cima;piste;cima;piste;cima,piste N cima QU A,Piste;nicima;;Piste;nicima;;Piste;nicima;;Piste;nicima,Piste nicima
1054,,ARPA,,Arpa
1055,,UO sale tuttavia SI,Usalo;tuttavia;0;U;o s;a l;et;uno;vero;sì;0;U;o s;a l;et;uno;vero;sì,Usalo tuttavia
1056,,Castorini N T ari,Nove,Castorini N T ari = Castorini N T ari
1057,,"[La traduzione di ""cum""] = con",Confi;fi;ten,Con FI = Con
1058,,CAMmo,,Cammo
1059,,Pista,,Pista
1060,,S A prodotti mori E,Saponi;tomenti;;Saponi;tomenti;;Saponi;tomenti;;Saponi;tomenti,Saponi tomenti
1061,,"Cary, che fu famoso attore",Car;Yos,Car Yos<|end|><|endoftext|>
1062,,Rin Siena gatti ZIE,Rinsiena;gattizie;;Rinsiena;gattizie;;Rinsiena;gattizie,Rinsiena gattizie
1063,collo;Quindici;icone;simili;Bi;Ci,,Colloqui;dì;cinema;simili,Colloqui dì cinema simili
1064,,MO Roma DI Puglia MO,Moro,MO Roma DI Puglia MO = MO RMA DI PUGLIA MO
1065,lago;Re;lago;Re;lago;Re;lago;Re,HAN lago E Re,Hanalog;e;erre;Hanalog;e;erre;Hanalog;e;erre;Hanalog;e;erre,Hanalog e' erre
1066,,"[Sono duri da rosicchiare] GE [Estremità delle vie respiratorie] P [Giuseppe, che fu recordman dell'ora] NI",,Semi GE Naso P Pippo NI
1067,re;il turno;re,P re SS il turno R chiare,Presi;sol;turno chiare,Presi sol 9
1068,,P Assiri colti,Passi;ricolti,Passi ricolti
1069,aragosta;forme,M aragosta forme GNO,Maragosta;fo;meno,Maragosta fo meno
1070,Cibo;ante;Cibo;ante;Cibo;ante;Cibo;ante;Cibo,VO Cibo L ante,Voci;balante;0;Voci;balante;0;Voci;balante;0;Voci;balante,Voci balante
1071,rapa;Berna;colapasta,rapa Berna colapasta,Rapa;Bernacolapasta,Rapa Bernacolapasta
1072,alettone;tiara;diva,M alettone T tiara CI diva,Malettone;tiaracida,Malettone tiaracida
1073,palma;ali,FI palma AT R ali,Fipal;maatrali,Fipal maatrali
1074,clave;mistero,E N clave AR mistero,Enclave;armist,Enclave armist
1075,osti;leone;caverna,T osti leone N caverna TI,Tos;tio;leonencaverna,Tos tio leonencaverna
1076,pista;ferite,S pista S ferite,Spis;asferite,Spisasferite
1077,,Collo S pio liquefatto su barile NA,Collo;Spiolice;Fatto;Sbaril,
1078,pialla;a;punta,L pialla a punta,Lpia;la;puntata,Lpia la puntata
1079,banda;India;cane,Uni banda India MA I cane,Uniban;daina;damaicane,Uniban daina damaicane
1080,era;Teresa;era;Teresa;era;Teresa,B era RAN Teresa,Berar;Nester;;Berar;Nester;;Berar;Nester,Berar Nester
1081,rane;rospo,G rane rospo NE,Granne;Rosponi;Cosa;che si;fa;per;aiutare;un amico,Granne Rosponi
1082,,Caccia,,Caccia
1083,,basi L icona P OL etano,Basilico;napoletano,Basilico napoletano
1084,,[C'è anche la... X] = sei,Sei;puntata,sei punta testa
1085,rei;onde,PA U rei N F onde,Parte;infonde,Parte infonde
1086,,PR Poesia elevata Z spalle degli alpini mitigare un po' TA B Re,Propo;opiopi<|end|><|endoftext|>,Pròpio
1087,sei;Puccini,Ce sei TA Puccini,Cesei;ti;appuccini,Cesei ti appuccini
1088,,DI Città M,,Dici
1089,,SAN girasole pane NE,Sanguisole;pane nere,Sanguisole pane nere
1090,,Caucaul M,,Caucaul
1091,,GiAccaE,Giacca;e;cilindro,Giacca e cilindro
1092,,M Ario S O L incogniti,Mario;Solincogni;Risil;irisisi,Mario Solincogni
1093,,Pile,,Pile
1094,lati;liana,AL lati CI liana,Alla;ticiliana,Alla ticiliana
1095,,QUADRI,,Quadri
1096,Enio;guida,P Enio AN guida,PENI;oanguidà,PENI oanguidà
1097,,Cima,,Cima
1098,pile;pedine,C O pile T OR pedine,Copi;le;torpedine,Copie le torpedine
1099,testa;lima;brune,testa CO lima R brune I,Testacos;limabruni,Testacos limabruni
1100,,,Granturci;un;famo-tesi,Granturci un famo-tesi
1101,,CY Prussi U,,CY Prussi U = Cipro
1102,portafila;makeup;portafila;makeup;portafila;makeup;portafila;makeup,portafila L makeup NTE,Portaf;ilamakeup;;Portaf;ilamakeup;;Portaf;ilamakeup;;Portaf;ilamakeup,Portafila ilamakeup
1103,,Ici,Streghe;muse;Streghe;muse,Ici
1104,,A Rabat AC,,Rabat
1105,,C Caterina C cipresso,Caterina;Cipresso,Caterina Cipresso
1106,,[Va bene per attaccare...] C A L [Sono molto navigati] [Si aprono sul corridoio] R [È attigua al casolare] F [Arma per frecce] [I sestieri di Venezia] NS [Casca quando è matura] TE,,
1107,Parigi;Atene,COM Parigi Atene NTI,Compari;gi;atenenti,Compari gi atenenti
