,word_guesses,first_pass,solution_words,solution
928,cubo;assi;ante,IN cubo assi L L ante,Incubo;assillante,Incubo assillante
929,arti;adipe;pero,P arti T adipe pero NI,Partita;di;peperoni,Partita di peperoni
930,ago;collage;lati,AR ago STA collage lati N A,Aragosta;colla;gelatina,Aragosta colla gelatina
931,Costarica;ape,AC Costarica N ape,Accostar;i;canapé,Accostar i canapé
932,Arc;redi,F Arc redi T O,Far;credito,Far credito
933,Vasco;retta,BRA Vasco LA retta,Brava;scolaretta,Brava scolaretta
934,conta;nove;celle,conta DI nove R celle S E,Contadino;vercellese,Contadino vercellese
935,fra;telai,fra telai C O,Frate;laico,Frate laico
936,staffa;erica,staffa M erica NO,Staff;americano,Staff americano
937,nidi;ari;posta,U nidi O T ari S posta,Un;idiota;risposta,Un'idiota risposta
938,celle;atomo;laccio,S celle R atomo NEL laccio,Scellerato;monellaccio,Scellerato monellaccio
939,avi;tana;Ural,C avi tana T Ural I,Cavità;naturali,Cavità naturali
940,prete;ode,prete SAM ode STA,Pretesa;modesta,Pretesa modesta
941,musi;capo;polare,musi capo polare,Musica;popolare,Musica popolare
942,re;vivi;Aldo,B re vivi AG Aldo,Brevi;viagai;l;do,Brevi viagai l do
943,unto;petti,unto U petti NT O,Un;toupet;tinto,Un toupet tinto
944,lama;liane,lama G liane R A,La;maglia;nera,La maglia nera
945,con;direttore;menti,con direttore N Z I A menti,Condire;trenoziamenti,Condire trenoziamenti
946,uncini;raggi,uncini CO raggi RO,Un;cinico;raggiro,Un cinico raggiro
947,peri;do;re;ante,peri O do S T re SS ante,Periodo;stressante,Periodo stressante
948,rea;mi;Cipro;tetti,T rea mi Cipro tetti V I,Tre;amici;protettivi,Tre amici protettivi
949,Cam;isola,Cam P isola TII,Campi;solatii,Campi solatii
950,Dante;aro;china,BA Dante M aro C china,Badante;marocchina,Badante marocchina
951,Ra;deserto;gale,G Ra N deserto R E gale,Grande;serto;regale,Grande serto regale
952,Aida;reo,R Aida E reo,Raid;aereo,Raid aereo
953,pere;tori;sposi;di;legge,pere N tori E DI sposi ZI O NI di legge,Perentorie;disposizioni;di;legge,Perentorie disposizioni di legge
954,fard;star;petti,fard E star S O S petti,Far;destar;sospetti,Far destar sospetti
955,pie;Atene,pie TR Atene RA,Pietra;tenera,Pietra tenera
956,con;su;toro;oca;coda;ali,con su E toro T oca L coda TTU ali T A,Consumet;rotocalco;d;attualità,Consumet rotocalco d'attualità
957,carter;tori,MAR carter RI tori,Marcar;territori,Marcar territori
958,rada;ombra,ST rada SG ombra,Strada;sgombra,Strada sgombra
959,nave;asce;dente,NO nave R asce N dente,Non;aver;ascendente,Non aver ascendente
960,rea;zia;nidi;si,T rea N zia nidi M E S si,Tre;anzi;dimessi,Tre anzi dimessi
961,pediatri;iri;ali,C OL pediatri D iri V ali,Colpe;di;atridi;rivali,Colpe di atridi rivali
962,polla;lori;ratto;nota,polla IO lori T ratto DI G nota,Pollaiolo;Ritratto;d;ignota,"Pollaiolo: ""Ritratto d'ignota"""
963,mais;ras;re;alani;are,mais A ras E re N alani M are A,Mai;sarà;serena;l;anima;rea,Mai sarà serena l'anima rea
964,sedia;coli,CA sedia S coli,Case;di;Ascoli,Case di Ascoli
965,stan;chef;rasi;diamanti,stan chef rasi diamanti,Stanche;frasi;di;amanti,Stanche frasi di amanti
966,ascia;asola,L ascia T asola,Lasciata;sola,Lasciata sola
967,rea;rapa;rosa,C rea TU rapa U rosa,Creatura;paurosa,Creatura paurosa
968,Liri;sette,Liri I sette,Liri;isette,Liri isette
969,olente;rosa;piegata,V olente rosa IM piegata,Volenterosa;impiegata,Volenterosa impiegata
970,reo;pantere;amo,P reo C CU pantere CL amo,Preoccupante;reclamo,Preoccupante reclamo
971,Anna;Maria,C Anna FU Maria,Canna;fumaria,Canna fumaria
972,radici;forni,A radici forni A NO,Ara;Diciorniano,Ara Diciorniano
973,gru;piedi;ali,gru P piedi T O R I ali,Gruppi;editoriali,Gruppi editoriali
974,gin;are;barba;mento,AR gin are LI M barba RI mento,Arginare;l;imbarbarimento,Arginare l'imbarbarimento
975,avi;acido;nata;eco,L avi T acido nata NT eco SE,La;vita;ci;dona;tante;cose,La vita ci dona tante cose
976,metro;oli;ami;lane,metro P oli T A N ami lane SE,Metropolitana;milanese,Metropolitana milanese
977,ceri;posa,LU ceri posa NTE,Luce;riposante,Luce riposante
978,ora;redi;involto,ora T O redi S involto,Oratore;disinvolto,Oratore disinvolto
979,fili;stie;rea;latta,fili B U stie rea L latta CCO,Filibustiere;all;attacco,Filibustiere all'attacco
980,Tell;ava;la,Tell Y S ava la S,Telly;Savalas,Telly Savalas
981,Po;rema;china;riva,IM Po RTA rema C china riva RI,Importare;macchinari;vari,Importare macchinari vari
982,perni;Tevere;onde,perni E N Tevere C onde,Per;niente;vereconde,Per niente vereconde
983,mina;rema;are,ELI mina rema L W are,Eliminare;malware,Eliminare malware
984,Ischia;redi;arsi,R Ischia redi SO L arsi,Rischiare;d;isolarsi,Rischiare d'isolarsi
985,rive;rete;perla;dio,S C rive rete STI perla R A dio,Scrivere;testi;per;la;radio,Scrivere testi per la radio
986,peri;otri;lato,peri O D otri BO lato,Periodo;tribolato,Periodo tribolato
987,asso;mento;rio,asso R TI mento VA rio,Assortimento;vario,Assortimento vario
988,Atena;Era;azze,SC Atena T Era G azze,Scatenate;ragazze,Scatenate ragazze
989,viola;lepri;pio,IN viola BI lepri NCI pio,Inviolabile;principio,Inviolabile principio
990,cola;re;naso;mari;ante,VI N cola re U naso M mari L E V ante,Vincolare;una;somma;rilevante,Vincolare una somma rilevante
991,ambi;ori;rovo,ambi G U ori T rovo,Ambiguo;ritrovo,Ambiguo ritrovo
992,via;santi,A via N santi,Avi;ansanti,Avi ansanti
993,su;rema;ile,su O rema DR ile N E,Suore;madrilene,Suore madrilene
994,nei;ori;alte;nano;pia;ceri;totem,nei C U ori S I alte R nano I pia ceri E totem RI,Nei;cuori;si;alternano;i;piaceri;e;t;otemri,Nei cuori si alternano i piaceri e t otemri
995,etti;divi;Tell,F etti NA divi Tell O,Fettina;di;vitello,Fettina di vitello
996,rettili;menti,rettili NE A menti,Retti;lineamenti,Retti lineamenti
997,anta;corte;fate;merli;anno,T anta corte S I A fate merli N G anno,Tanta;cortesia;fa;temer;l;inganno,Tanta cortesia fa temer l'inganno
998,nona;bando;rema;ilare;avi,nona B bando NA rema ilare TT avi A,Non;abbandonare;mai;la;retta;via,Non abbandonare mai la retta via
999,orma;di;astro,F orma di S astro SA,Forma;disastrosa,Forma disastrosa
1000,lago;costa;esca;api;aia,lago CC IA costa NT esca V AL api ET aia,La;goccia;costante;scava;la;pietà;iai,La goccia costante scava la pietà iai
1001,tasti;capre;su,DA tasti RI capre su NTA,Data;stirica;presunta,Data stirica presunta
1002,ari;buche;mais,C ari buche E M I mais,Caribu;che;emimais,Caribu che emimais
1003,amo;radi;sani,UN amo ST radi sani T TE,Una;mostra;di;sanitet,Una mostra di sanitet
1004,rada;teda,ST rada teda NDO,Strada;tedando,Strada tedando
1005,tra;Diana;Ati,tra T T Diana L IC Ati,Tratti;dian;Alicati,Tratti dian Alicati
1006,si;tema;dotto,si S tema R I dotto,Sistema;ridotto,Sistema ridotto
1007,parti;tea;pinna;colo,parti tea pinna colo,Partite;a;pinnacolo,Partite a pinnacolo
1008,atto;divi;estrella;nato,PI atto divi TE L estrella N nato,Piatto;di;vitelle;strellato,Piatto di vitelle strellato
1009,Bi;nota;coni;ala,Bi nota coni N S ala TA,Binotaco;nin;salata,Binotaco nin salata
1010,su;merluzzo,su A merluzzo NNI,Suamerlu;zonni,Suamerlu zonni
1011,Pan;mine,C A Pan mine S I,Capami;nesisi,Capami nesisi
1012,volano,RI volano,Rivo;lano,Rivo lano
1013,scafi;ori;colo,DI scafi ori DI colo,Discafi;oridicolo,Discafi oridicolo
1014,armi;nitro,armi G nitro RMI,Armignit;ro;rimi,Armignit ro rimi
1015,Como;noci,I Como noci R,Icomon;ociricolo,Icomon ociricolo
1016,cola;re;rame,S E cola re C A rame,Secolare;caramela,Secolare caramela
1017,legge;aperto,legge R aperto SSE,Leggera;pertosse,Leggera pertosse
1018,medievale;ioni,IM medievale S ioni,Immedi;evasioni,Immedi evasioni
1019,nasi;ring;riva;rio;lago,U nasi ring A P riva rio lago,Una;siringa;priva;rio;lago,Una siringa priva rio'lago
1020,re;dama;sarda,F re D dama N sarda,Fredda;mansarda,Fredda mansarda
1021,signor;somale,signor I O somale,Signorioso;male,Signorioso male
1022,ceri;onda,D I ceri AF onda,Diceria;fonda,Diceria fonda
1023,tocca;fetta,MO tocca F fetta,Moto;caffettata,Moto caffettata
1024,re;carte;chilometri;dita,re P LI carte chilometri B A dita,Replica;telemetri;baditata,Replica telemetri baditata
1025,treno;olmo,O treno NC olmo,Otre;non;colmo,Otre non colmo
1026,su;dentista;di,su A dentista N di STI,Suadenti;standisti,Suadenti standisti
1027,nata;re;rena;alto,U nata P re rena ICA alto UR,Una;tapre;renaiaca;al;Tour,Una tapre renaiaca al Tour
1028,seri;col;medico;serio;nate,CA S seri col medico serio R D I nate,Casse;ricolme;di;cose;riordate,Casse ricolme di cose riordate
1029,scure;bob;otre;tino,scure bob L otre N tino,Sc;urebolo;trentino,Sc urebolo trentino
1030,vere;cinte,A vere P RE cinte,Avere;precinte,Avere precinte
1031,sudan;esili;cieco;gole,sudan esili B I cieco N gole SI,Sudanesi;libici;e;congolesi,Sudanesi libici e congolesi
1032,mici;ara;amaro,A mici ZI ara FF amaro,Amicizia;raffamaro,Amicizia raffamaro
1033,Pitt;rasi;lista,Pitt U rasi M B O lista,Pittura;simbolista,Pittura simbolista
1034,punti;in;va;li,S punti in NO: va T li,Spunti;innovativi,Spunti innovativi
1035,con;attiva,con T attiva NI,Contatti;vani,Contatti vani
1036,ottimisti;Ande;tini,N ottimisti CL Ande S tini,Nott;im;isticlandestini,Nott im isticlandestini
1037,dente;aro;edile;nano,STU dente S aro AL edile G nano,Studentesar;oledile;gn;anonimo,Studentesar oledile gn anonimo
1038,anta;casa;mina;zia,F anta STI casa mina L I zia,Fantastica;samina;localizia,Fantastica samina localizia
1039,oca;nidi;gente,I oca nidi S E R gente,I;ocanidi;se;ruggente,I ocanidi se ruggente
1040,netta;Sana;esca,SCE netta Sana C C esca,Scenetta;sanaccesca,Scenetta sanaccesca
1041,rio;Saba;agli,FU rio Saba TT agli A,Furiosa;battaglia,Furiosa battaglia
1042,lima;Esopo;asse;Giorgio,C lima T Esopo IR asse Giorgio SI,Clima;teso;poi;rassegiorgiosi,Clima teso poi rassegiorgiosi
1043,lacca;Tampa;redi;ode,lacca DE Tampa LI TA redi M ode NA,L;accadenta;palitare;di;moderna,L'accadenta palitare di moderna
1044,strega;mele;ali,P E strega R mele G ali,Pestreg;armel;legali,Pestreg armel legali
1045,tori;Bachi,O RA tori Bachi A NI,Oratori;bachiani,Oratori bachiani
1046,con;ultime;sei,I con S ultime sei,I;consulti;mesesi,I consulti mesesi
1047,peri;come;catinella,peri OD I come R catinella,Periodico;mercatine,Periodico mercatine
1048,reo;est;auto;carte,AE reo CH est auto C carte R RA,Aereo;che;sta;ut;occar;terra,Aereo che sta ut occar terra
1049,anta;negri;Ra,P anta L O negri Ra A RO,Pantalone;grigra;araro,Pantalone grigra araro
1050,tris;loro;Ti,O tris loro Ti,Otri;soloroti,Otri soloroti
1051,posta,posta TI,Posta;tati,Posta tati
1052,nani;asiatici;lare,U nani asiatici NGO lare,Un;aniasi;atingolare,Un aniasi atingolare
1053,pali;VI;su;ritto,pali N VI su S C ritto,Palinvisus;crittograf,Palinvisus crittograf
1054,acanto;rame;temi;Ra,P acanto rame N temi S E Ra,Paca;normamente;misera,Paca normamente misera
1055,caraffa;bilancia;nidi;ago,CER caraffa bilancia MP A G nidi SV ago,Cercar;affabili;campagni;di;svago,Cercar affabili campagni di svago
1056,ali;divo;Erie;pedali,V ali divo L Erie S pedali E RI,Validi;volerie;spedalieri,Validi volerie spedalieri
1057,raggio;oca;otri;buca;anche,CO raggio S oca P otri buca M anche S,Coraggioso;capo;tribù;camanches,Coraggioso capo tribù camanches
1058,suini;scia;di;vite,T O suini scia di vite LLO,Tousui;nisci;ad;Ivello,Tousui nisci ad Ivello
1059,conte;nero;more;anno;are;dotti;ori,conte nero A more S anno A M are I dotti T ori,Con;tenero;amore;sanno;amare;i;dottori,Con tenero amore sanno amare i dottori
1060,Eracle;idra,N Eracle SS idra,Nera;clessidra,Nera clessidra
1061,corto;non;netta,AC corto non netta,Accorto;nonnetta,Accorto nonnetta
1062,sasso;etto;onda,sasso P etto F onda TO,Sassopet;tofondo,Sassopet tofondo
1063,sarde;testa;lima;re,U sarde testa BI lima NI E re,Usar;detestabili;maniere,Usar detestabili maniere
1064,Mantova;ante,PO Mantova VI G ante,Pomant;ovigante,Pomant ovigante
1065,pelli;scuri;onde;lessi;ossi,CA pelli scuri C onde IR IF lessi R ossi,Capelli;scuri;con;dei;riflessi;rossi,Capelli scuri con dei riflessi rossi
1066,Al;cane;lacci,Al cane S O lacci,Alca;nesolacci,Alca nesolacci
1067,dive;astri,P A dive R astri,Padivera;striata,Padivera striata
1068,seno;ancora;palla,RO seno N ancora S palla TE,Rose;non;ancora;spallate,Rose non ancora spallate
1069,ratto;arpa;raggi,ratto P P arpa N T raggi,Rattoppar;pantraggi,Rattoppar pantraggi
1070,lobi,lobi R A,Lobir;agra,Lobir agra
1071,pioggia;avi;rosa,S pioggia T avi GO rosa,Spioggiata;vigorosa,Spioggiata vigorosa
1072,con;auto;neon,con C auto neon FF,Concauto;neonff,Concauto neonff
1073,arca;odi;iti,M arca T odi V iti,Marcato;diviti,Marcato diviti
1074,asta;coperte;are,B asta PO coperte DI are,Basta;poco;per;tediare,Basta poco per tediare
1075,zie;dei;risi,A zie N dei NC risi,Aziende;in;crisi,Aziende in crisi
1076,lame;tela;amaretto;ulna;cere,lame N tela S M amaretto S ulna S cere,Lamentela;smamare;Tos;ulnacere,Lamentela smamare Tos ulnacere
1077,ami;soldi;aro;Po;ovali,ami C O soldi P aro LE Po C ovali,Amico;sol;di;parole;poco;vali,Amico sol di parole poco vali
1078,vinto;Tebe,PRI vinto Tebe LE,Privintote;belèle,Privintote belèle
1079,rovi;amo;mani;radi;morti,T rovi amo L A mani E radi A morti,Troviamo;la;maniera;di;amorti,Troviamo la maniera di amorti
1080,tris;Prigioni,VE tris P Prigioni,Vetri;sprigoni,Vetri sprigoni
1081,ibi;Enza;arti;ari;stanze;Rita,C ibi Enza P arti C OL ari SO stanze Rita NTI,Cibi;senza;particolari;sostanze;ritantanti,Cibi senza particolari sostanze ritantanti
1082,in;frigo;in;ozio,in frigo BIL in ozio NI,Infrigobilino;zioni,Infrigobilino zioni
1083,scorte;asso,FRE scorte asso SO,Fresco;teasso,Fresco teasso
1084,sci;indomita,sci OP indomita TTO,Sciopino;di;moto,Sciopino di moto
1085,redi;lavabo;ali,P redi lavabo M IN ali,Predilava;bominali,Predilava bominali
1086,pera;Sana;esca,O pera Sana C C esca,Opera;sanaccesca,Opera sanaccesca
1087,di;fu;sesto,di F fu sesto RIE,Diffuse;storie,Diffuse storie
1088,scola;risi;Curie;Gene;rosi,scola risi Curie Gene rosi,Scolari;sicuri;e;generosi,Scolari sicuri e generosi
1089,proiettile;serba,proiettile serba,Proietti;lesba,Proietti lesba
1090,botte;big;saggi,botte L I big A E saggi,Botelli;biogasaggi,Botelli biogasaggi
1091,sola;CT;osa;dive,LI sola CT I osa dive RNE,L;isola;ctioidiverne;di;Verne,L'isola ctioidiverne di Verne
1092,indice;manopola,QU indice SI manopola,Quindicesima;nopola,Quindicesima nopola
1093,avoli;nidi;rame,T avoli nidi C A rame,Tavolini;di;carame,Tavolini di carame
1094,agave;ami;are,L agave TT ami L IT are,La;gavetta;militare,La gavetta militare
1095,con;starter;rei;la,con QU I starter rei N C la LI,Conquistar;terre;incalali,Conquistar terre incalali
1096,bar;bari;cimini;Era,bar bari cimini Era,Barbarici;miniere,Barbarici miniere
1097,coni;fon;armo;corte;si;cerchio,coni CA fon I US armo DI corte si P OC cerchio,Con;i;cafoni;usar;modo;cortesi;poco;cerchio,Con i cafoni usar modo cortesi poco cerchio
1098,mostri;Eros,mostri DE Eros SE,Mostride;erose,Mostride erose
1099,picco;papavero;Po,picco papavero Po,PiccoPa;vero,PiccoPa vero
1100,assi;ovalo;tini,M assi M ovalo N tini,Massimo;valontini,Massimo valontini
1101,stoino;lenti,A stoino N SU lenti,Asto;insolenti,Asto insolenti
1102,attiva;ali,attiva ND ali C I,Atti;vandalici,Atti vandalici
1103,spiedo;bus;tese,spiedo bus tese,Sp;iedobuse;tese,Sp iedobuse tese
1104,mesti;catte,D O mesti catte V A,Domestica;tevà,Domestica tevà
1105,usa;proiettile,BL usa proiettile,Blusa;proiettile,Blusa proiettile
1106,Bachi;mante,FU R Bachi R O mante,Furba;chiromante,Furba chiromante
1107,avo;carasentese;in,TR avo carasentese LV in O,Travocar;ase;nero,Travocar ase nero
1108,elica;punta;teda;est,D elica punta F teda L est E,Delicapa;untafe;daleste,Delicapa untafe daleste
1109,viola;ferdinand;in;rio,viola F ferdinand in A rio,Viola;ferdinando,Viola ferdinando
1110,oli;dalie;nani;Tampa,S oli dalie MA G nani Tampa CI,Solidali;e;magnani;tampaci,Solidali e magnani tampaci
1111,baco;rada;ile,A L baco A rada P R ile,Alba;coarad;a;prile,Alba coarad a' prile
1112,cobra;medici;olle,SE cobra C medici P olle,Seco;bracme;di;cipolle,Seco bracme di cipolle
1113,viola;tibia;astri,viola S OT tibia N C astri,Violasot;tibiancastri,Violasot tibiancastri
1114,onde;oggi,W onde RF oggi,Wunderfog;oggi;meravig;liovivo,Wunderfog oggi (meraviglio vivo)
1115,con;tris;timone;assi,S con tris timone TI assi RO,Scontri;stimoneti;a;S;Siro,Scontri stimoneti a S. Siro
1116,nappa;mento;dio;tocca,U nappa RTA mento dio T tocca N Z E,Un;appartamento;di;otto;canze,Un appartamento di otto canze
1117,ave;maniero;vino,ave R E maniero vino SE,Avere;manie;rovinose,Avere manie rovinose
1118,nari;camini;prato,U nari C camini E prato NIO,Una;ricca;miniera;p;ratonio,Una ricca miniera p' ratonio
1119,chine;nane;teda,chine F A U nane teda NTO,Chi;ne;fa;una;né;te;danto,Chi ne fa una né te danto
1120,api;do;ni;tino,S api do M E ni S tino,Sapido;menu;istantino,Sapido menu istantino
1121,polo;odi;ossa,A polo G odi ossa P PA,Apologo;di;O;Sappapa,Apologo di O. Sappapa
1122,maniero;gotti,RO maniero V I gotti,Romani;e;rovigotti,Romani e rovigotti
1123,vento;Amman;Todi;lady,E vento Amman T A Todi lady O,Evento;amman tato;di;Ladyo,Evento amman tato di Ladyo
1124,nota;di;si,BI nota di SUI? si,Binotadi;su;iusi,Binotadi su iusi
1125,maniero;severo;si,maniero severo N E si,Manierose;veronesi,Manierose veronesi
1126,uovo;oca;lario,N uovo V oca BO lario,Nuovo;vocabolario,Nuovo vocabolario
1127,pazzo;arpa;alone,S pazzo L arpa N T alone,Spazzolar;pantalone,Spazzolar pantalone
1128,stie;messaggio,C O stie messaggio I,Costi;emessi,Costi emessi
1129,tassi;menta;Rodi;Ra;Stan;usa;cori,tassi menta Rodi Ra Stan usa cori,Tas;simentaro;dir;a;St;Anusacor;i;coristi,Tas simentaro dir a St Anusacor i coristi
1130,conta;lobi,conta TTO lobi V E,Contatto;lobi;vive,Contatto lobi vive
1131,Volga;est;dente;ontano,Volga R est U dente S ontano ALE,Volgare;studentesca;noale,Volgare studentesca noale
1132,bocca;ara,bocca A M ara,Bocca;amara,Bocca amara
1133,osso,AL osso ND,Alos;sond,Alos sond
1134,stoino;rancio,A stoino MB rancio,Asto;inombra,Asto inombra
1135,ramo;frasca;si,T ramo N frasca S si,Tramofra;scassi,Tramofra scassi
1136,lago;eco;are,CA lago S eco L are,Calagose;colare,Calagose colare
1137,apro;scafi;usci,UN apro scafi usci TA,Una;prosca;fiuscita,Una prosca fiuscita
1138,manica;dive;assi,IM manica dive O CL assi C I,Immani;cadevocl;assicici,Immani cadevocl assi cici
1139,lenti;geni,VA lenti geni E R I,Valenti;genieri,Valenti genieri
1140,est;Foscolo,est RO Foscolo ND,Estrofo;scol,Estrofo scol
1141,accia;mostra;pie,accia D RO mostra pie NO,Ac;ciadromo;strapieno,Ac ciadromo strapieno
1142,aia;palla,G aia BIS palla,Gaia;bispalla,Gaia bispalla
1143,operosa;razione,C operosa A E razione,Coperosa;aerazione,Coperosa aerazione
1144,toro;torre,OT toro torre ICI,Otto;rotore;icici,Otto rotore icici
1145,ossi;nari;erte,ossi GE nari P erte NI,Ossigenar;i;perteni,Ossigenar i perteni
1146,cava;lino;ceci,cava L lino DI ceci GNA,Cavallino;di;cecigna,Cavallino di cecigna
1147,Un;quadro;del;Lorenzo,Un quadro del Lorenzo,Un;quadro;del;Lorenzo,Un quadro del Lorenzo
1148,lessi;nari,RI F lessi LU nari,Riflessi;lunari,Riflessi lunari
1149,in;armadietto;lepre;Messa,in armadietto B I lepre Messa,Inarmadiettobi;premessa,Inarmadiettobi premessa
1150,Mantova;fragola;Ero,PO Mantova U fragola C Ero,Pomant;oufragol;acero,Pomant oufragol acero
1151,anca;rea;la;unta;tocca;ito,M anca rea L la PP unta M EN tocca B IL ito,Mancare;all;appuntamento;cabilito,Mancare all'appuntamento cabilito
1152,re;la;fa,P re GIA la F fa,Pregiala;affa,Pregiala affa
1153,lari;etti,S O lari L etti,Solar;iliti,Solar iliti
1154,pia;tese;Como;rose,pia N tese C O Como M B rose,Piante;secco;morbose,Piante secco morbose
1155,attori;acacia;asta,PI attori C acacia DIP asta,Piatto;ricacac;ad;ipasta,Piatto ricacac ad ipasta
1156,torri;icona;tris;torri,SA torri icona L tris A torri I,Satorri;icon;altri;Satorri,Satorri icon altri Satorri
1157,vite,GRA vite,Gravi;teorie,Gravi teorie
1158,ari;posta;chela;ape;lessi,UN ari S posta chela S CI ape RP lessi,Una;risposta;che;lascia;perplessi,Una risposta che lascia perplessi
1159,attori;alberello,P I attori C alberello,Piatto;ricarbe,Piatto ricarbe
1160,la;scia;col;mas,la scia col mas TRO,L;ascia;col;mastro,L'ascia col mastro
1161,Pitt;scopa;sedile;ante,Pitt O RE scopa E sedile V ante,PittoreSCO;paese;di;levante,PittoreSCO paese di levante
1162,ellissi;mostra;vari;ori;va;ore;ente;ente,B ellissi mostra DI vari ori T RO va T ore C ente M ente,Bellissimo;stradivario;ritrovato;recentemente,Bellissimo stradivario ritrovato recentemente
1163,bacoche;mi,BOM bacoche mi CA,Bomba;chimica,Bomba chimica
1164,polli;dive;Rodi;Giardini,A M polli N E dive T Rodi Giardini NO,Ampolline;di;vetro;di;ginino,Ampolline di vetro di ginino
1165,bachi;asso,SAM bachi asso SA,Samba;chiassosa,Samba chiassosa
1166,Ro;testa;fuga,P Ro testa CI fuga,Protesta;cifuga,Protesta cifuga
1167,ultime;nona,C ultime nona TI,Culti;meno;nati,Culti meno nati
1168,indios;ovalo;terno;ore,indios I T R ovalo terno A M ore,In;Dio;si;trova;l;otero;amore,In Dio si trova l'otero amore
1169,Esse;rotti;Tampa;Ci,Esse rotti Tampa Ci,Esser;ottima;pace,Esser ottima pace
1170,odi;corti;corone,FOT odi corti NA corone VE,Foto;di;Cortina;corone;ve,Foto di Cortina corone ve
1171,tre;rie;bastioni,V E tre rie DI bastioni NO,Vetrerie;di;Bastionino,Vetrerie di Bastionino
1172,allieve;more;su;sul;lenti,allieve R U more su S sul I P lenti,Al;lieve;rumore;sussuliple;n;tanti,Al lieve rumore sussuliple n tanti
1173,pero;salice,O pero salice ALE,Operosa;liceale,Operosa liceale
1174,forte;nei;Ci;Di;tiro,forte nei Ci Di tiro,Forte;nei;ciditi;ro;vero,Forte nei ciditi ro vero
1175,trave;isole;serti;cani,AT trave R isole serti A FRI cani,Attraveriso;leserti;africani,Attraveriso leserti africani
1176,con;su;rotti;Bi;di;versi,con su rotti Bi di versi,Consumo;tibi;diversi,Consumo tibi diversi
1177,Ron;acero,C Ron C acero,Cronca;cero,Cronca cero
1178,rio;pero,B rio pero ALE,Briope;roale,Briope roale
1179,porta;in;data;ondata,porta B L in data S F ondata,Porta;blindata;sfondata,Porta blindata sfondata
1180,ellissi;manopola;calvi,B ellissi manopola DI calvi NO,Bellissima;poladla;di;Caltino,Bellissima poladla di Caltino
1181,pitt;rare;reti,pitt U rare P A reti,Pitturare;pareti,Pitturare pareti
1182,rotti;menta,rotti A F menta,Rottia;fementa,Rottia fementa
1183,colli;collana,colli N E collana V E,Colline;colla;nave,Colline colla nave
1184,cento;anta,PA N cento anta TA,Pance;centonata,Pance centonata
1185,Po;ara;pipa;alone,Po R T ara M pipa N T alone,Portar;ampi;pantalone,Portar ampi pantalone
1186,dio;satiri;Ra,O dio satiri T E Ra,Odiosa;tiritera,Odiosa tiritera
1187,sardina;ori,PRU sardina NS ori,Prusardi;nansori,Prusardi nansori
1188,lama;tram;ala;cosa,lama E S tram ala C cosa,La;maestra;malacocca,La maestra malacocca
1189,ovino;odi;sesto,R ovino S odi S sesto,Rovinoso;dissesto,Rovinoso dissesto
1190,bar;De;porto,LI bar De porto,Libar;dei;porto,Libar dei porto
1191,rete;ondata,PA rete SF ondata,Parete;sfondata,Parete sfondata
1192,ossa;nota,GR ossa BI nota,Grossa;binotata,Grossa binotata
1193,vera;prato,vera prato,Verità;pronto,Verità pronto
1194,operosa;urla,C operosa B urla,Coperosa;burla,Coperosa burla
1195,nicchia;anaconda;orso,ZE nicchia L anaconda LD orso,Zeni;cchiala;con;dorso,Zeni cchiala con dorso
1196,cervi;Mosa,BO C cervi U Mosa,Bocce;riumososa,Bocce riumososa
1197,buldozza;prodigiose,VI buldozza TO prodigiose,Vibul;dozzato,Vibul dozzato
1198,Pollastri;ibisco;tini,Pollastri N T ibisco T tini,Pollastri;nibiscotti,Pollastri nibiscotti
1199,Ciad;idra;ami,S Ciad idra G ami N E,Scia;di;dragamine,Scia di dragamine
1200,lato;roditori,lato roditori S A,La;toro;ditor,La toro ditor
1201,piramidi;laghetto,A M piramidi CA laghetto,Ampi;rami;di;calaghetto,Ampi rami di calaghetto
1202,amo;some;lavabo;ondine,F amo some R lavabo L ondine S E,Famoso;merlavana;bologinese,Famoso merlavana bologinese
1203,ari;lare,A M ari lare,Amari;lare,Amari lare
1204,aro;gogna,V aro R gogna,Varo;rgogna,Varo rgogna
1205,serio;dio,ES serio dio SI,Esseri;odiosi,Esseri odiosi
1206,ori;sintes;Era,GL ori O sintes NDI Era,Gloriosa;intesa,Gloriosa intesa
1207,avo;ree;in;armadietto;lepre;etto,L avo RA ree in armadietto BI lepre C etto,Lavorare;è;inarmadiettibile;precetto,Lavorare è inarmadiettibile precetto
1208,atto;diva,atto diva,Attodi;va,Attodi va
1209,nano;driadi;Era,U nano I O driadi T Era,Una;noiose;radioter,Una noiose radioter
1210,arca;nota;foro;sacco,arca nota foro sacco,Arcano;tafò;rosacco,Arcano tafò rosacco
1211,lario;nati,A lario TTO nati,Alari;ottonati,Alari ottonati
1212,ante;divi;negri;Ra,M ante L LO divi S O negri Ra A RO,Mantello;di;visone;grigra;araro,Mantello di visone grigra araro
1213,asiatici;terra;asiatici;ara,asiatici O T terra SE asiatici F ara,Asià;ti;otterrà;se;Asia;ti;sarà,Asià ti otterrà se Asia ti sarà
1214,in;essere;la;mini,in T essere D E la mini,Intessere;del;ammini,Intessere del ammini
1215,avari;re;ori,B R avari re TT ori,Brava;rettore,Brava rettore
1216,palla;turate;muta,palla turate muta,Pallatuta;remuta,Pallatuta remuta
1217,arco;ponti;pie,N arco T I ponti R A pie,Narcotipo;nir;apie,Narcotipo nir apie
