,word_guesses,first_pass,solution_words,solution
932,arti;erma;tana,Q U arti erma S tana TA,Quarterma;stantata,Quarterma stantata
933,omaso;regge,GR omaso G regge,Gromaso;greggie,Gromaso greggie
934,archi;dei;fon;Eva,archi M E dei N fon L AL Eva,Archimede;infonola;la;leva,Archimede infonola la leva
935,vasi;vasi;asola,E vasi vasi GNO R asola,Evasiva;signora;sola,Evasiva signora sola
936,corda;dive;ibis,AC corda R E dive RS ibis,Accordare;diversi;bis,Accordare diversi bis
937,unti;manubri;la;tese;ile,unti manubri FL UA la tese RV ile,Un;timi;manubrifluale;servile,Un timi manubrifluale servile
938,cono;pere,RA cono pere L E,Raconoppe;r;erede;le;re,Raconoppe r erede le re
939,ali;code;arpa,V ali code IC arpa ZI,Valico;dei;Carpazi,Valico dei Carpazi
940,avo;ria;saio;mazzo,L avo ria S saio mazzo SI,Lavori;assai;omazzi,Lavori assai omazzi
941,zio;neo;ile,A zio neo S T ile,Azione;ostile,Azione ostile
942,orto;pale,T orto pale SE,Torto;palese,Torto palese
943,arpie;nipote,D arpie nipote RI,Dar;pieni;poteri,Dar pieni poteri
944,fa;tori;ape;vate,fa tori ape vate,Fatoria;pevate,Fatoria pevate
945,nane;arpa;yen;ossi;di,nane G arpa NE yen EP ossi E di,Nan;egar;pane;ye;no;essepidi,Nan egar pane ye no essepidi
946,pica;asso;ari,COP pica TER asso ari GHE,Copicaterasse;a;rigue,Copicaterasse a rigue
947,asta;su;peri;rei;ale,C asta su peri O rei N ale,Casta;superiore;inale,Casta superiore inale
948,barca;petto,RE barca S petto,Rebar;caspetto,Rebar caspetto
949,stiva;lettone;rossi;re;are,stiva lettone rossi re are,Stivalette;torse;ri;erare,Stivalette torse ri erare
950,posa;re,S posa IN re,Sposa;inre,Sposa inre
951,preci;oca;posta,preci S oca L CO posta,Preciso;calcoloposta,Preciso calcoloposta
952,est;are;con,"est GN are VI, con ZI",Estgeneri;vicenzì,Estgeneri vicenzì
953,sitar;epa;silo;rane,VI sitar epa E silo T O rane I,Visitare;Paesi;lontané,Visitare Paesi lontané
954,presa;lama;con;orso,presa lama RI con orso I,Presalar;maricon;sorosi,Presalar maricon sorosi
955,teatro;adesco;colo,CU teatro CR adesco OTI colo,Cuterà;toradeseco,Cuterà toradeseco
956,Ca';costa;mani;arti,Ca' R costa DO mani P arti R A,Cà;rosto;tanto;manipa;ritarà,Cà rosto tanto manipa ritarà
957,mani;rapaci,mani E rapaci N O,Maniera;pa;cinico,Maniera pa cinico
958,sinonimi;abili,C A sinonimi T abili,Casi;non;imitabili,Casi non imitabili
959,Ra;odi;di;colta,G Ra D odi di F FI colta,Grado;di;difficoltà,Grado di difficoltà
960,lepre;sedia;sedia,lepre R sedia S sedia TI,Leprese;di;assediatì,Leprese di assediatì
961,stazioni;re,TE stazioni ELE re,Testa;ti;onerale,Testa ti onerale
962,fra;tiara,fra tiara STO,Frati;ar;astorio,Frati ar astorio
963,ara;osso;scie;pero,P ara D osso scie N TI pero,Paradosso;scintipereo,Paradosso scintipereo
964,mese;do;mani,CO mese do mani,Comé;s;edomani,Comé s'edomani
965,assi;antere;Cita,APP assi O N antere Cita L,Appassionante;ricita,Appassionante ricita
966,si;Erevan,si S Erevan ITA,Sisere;vanita,Sisere vanita
967,nodi;ala;te,V I nodi ala te,Vino;di;alate,Vino di alate
968,dea;dente;unti,I dea dente G G I unti,Ideadi;teneggiunti,Ideadi teneggiunti
969,oche;ancore,oche N N E R ancore,Ochenne;rancore,Ochenne rancore
970,nari;ape;rapa;tana,U nari D ape ANU rapa KIS tana,Un;arida;paenura;paskisanna,Un'arida paenura paskisanna
971,ori;ali;adipe;siero,ori G I N ali T adipe N siero,Originalità;di;pensiero,Originalità di pensiero
972,zio;nei;arti,LE zio nei M P arti TA,Lezioni;impartita,Lezioni impartita
973,Pellico;Stan,AP Pellico Stan TI,Appelli;costanti,Appelli costanti
974,edile;tesa;tea;erica,MO edile tesa R tea M erica NE,Modile;te;sera;tema;ericana,Modile te sera tema ericana
975,rea;redi;ari,C rea redi SP ari TA,Creare;disparta,Creare disparta
976,arpe;messi,D arpe R messi,Dar;permessi,Dar permessi
977,ambi;nodi;sha;anta,B ambi nodi S sha C anta TO,Bambino;discantato,Bambino discantato
978,la;soli;mola;mi,la MO soli NC A mola NI mi,L;amoso;lincia;mal;onimi,L'amoso lincia mal onimi
979,cono;sedia;chini,E cono sedia R E C chini,Econosie;decorazioni,Econosie decorazioni
980,topo;musi;ovino,NO topo musi N D ovino,Notopomusi;nodovino,Notopomusi nodovino
981,re;medi;Bibbia,re GI medi S U Bibbia,Regime;disciplina,Regime disciplina
982,la;zaino,la RI zaino STA,Larizai;n;ostà,Larizai n'ostà
983,lenti;menta,FI lenti menta RI,Filenti;mentari,Filenti mentari
984,tesi;Ate,VE tesi MM Ate,Vete;sismate,Vete sismate
985,china;olente;rosa,IM china V olente rosa,Imchinova;lentorosa,Imchinova lentorosa
986,ali;tino;abili,G ali N tino T abili,Galinti;notabili,Galinti notabili
987,re;etto;remo;est,P re C etto remo D est O,Preceditore;modesto,Preceditore modesto
988,Boldini;colo,Boldini D I colo,Boldi;nidicolo,Boldi nidicolo
989,mora;rea;arti,DI mora rea arti RA,Dimorare;a;Tarirà,Dimorare a Tarirà
990,lime;oche;pia,L A lime N T oche pia CE,L;aminzione;che;piacé,L'aminizione che piacé
991,Po;rive;rame;Eva,Po D E rive rame NT Eva STI,Poderi;veramenti;avasti,Poderi veramenti avasti
992,viole;mani,viole NTI U mani,Violenti;umani,Violenti umani
993,Pippo;ali;teso,Pippo L E M ali N teso,Pippole;malinteso,Pippole malinteso
994,avi;avi;tela;conte;nero;re,L avi T avi VE tela conte nero A MO re,La;vita;vivete;la;contene;romore,La vita vivete la contene romore
995,asso;conta;in,V asso IO conta ZZ in E,Vassoio;con;tazzine,Vassoio con tazzine
996,dita;UNO;amo;in;lenza,dita L UNO MI amo L in SO lenza,Di;taluno;miamoli;n;solenzza,Di taluno miamoli n'solenzza
997,si;dita;menti,ES si C dita G menti,Essiccati;gementi,Essiccati gementi
998,averla;negra,averla CU negra VI,Aver;lacu;nera,Aver lacu nera
999,arpe;teda;are,SC arpe T teda M are,Scarpette;da;mare,Scarpette da mare
1000,Po;ara;aro;orli,Po R T ara M aro N T orli,Portar;amar;ornatori,Portar amar ornatori
1001,va;colt;mina,va colt mina DCC,Vacol;timina;dificcetta,Vacol timina dificcetta
1002,oli;re;cap;ree,oli M re NI cap R ree SE,Olimenicap;preesese,Olimenicap preesese
1003,velo;scacchiere;astri,velo C I scacchiere R astri,Velociscacchi;erastri,Velociscacchi erastri
1004,bicarbonati;accenti;odi,L A bicarbonati L I accenti odi N SE,La;bicarbonato;liticentino,La bicarbonato liticentino
1005,rabat;erica,FLO rabat T erica,Flora;batticaria,Flora batticaria
1006,scie;remi,TO S scie remi T A,Toscri;emerita,Toscri emerita
1007,papi;ondine;distese,papi L L ondine distese T A,Papillò;on;dine;disté,Papillò on dine disté
1008,picco;coda;mina;si,picco coda mina si,Piccoco;damina,Piccoco damina
1009,raffica;tele;tino,T raffica N tele VAN tino,Traficante;levantino,Traficante levantino
1010,strali;bradipi;ricciolo,AU strali bradipi ME B ricciolo,Australibradi;pembricciolo,Australibradi pembricciolo
1011,redini;pini,LU MI redini SA L pini,Lumiredi;insalpini,Lumiredi insalpini
1012,agente;qui;re,agente R qui re TO,Agen;terquireto,Agen terquireto
1013,ala;cosce;sei;Talia,ala RI cosce sei NI Talia,Alarico;sempre;in;Italia,Alarico sempre in Italia
1014,eco;dato;ritornati,eco N E dato R P ritornati,Econedat;orpronati,Econedat orpronati
1015,tempi;rada,PAS tempi G rada,Pastem;pi;grada,Pastem pi grada
1016,legge;remo,legge D A remo DRO,Legge;d;amodro,Legge d'amodro
1017,barile;tori,TUR barile T tori,Turbari;l;elettrici,Turbari l'elettrici
1018,pera;rea;assi;erte,SU pera rea L assi N C erte ZZE,Superare;assini;certezze,Superare assini certezze
1019,echi;dama;tacchi,B echi dama T tacchi O NI,Bechi;da;mattacchioni,Bechi da mattacchioni
1020,disco;ari,SOL disco M ari,Soldi;sommari,Soldi sommari
1021,ave;tra;nave;ramo;tra;tele;visi,ave N tra nave N D ramo N da tra i N tele visi O NE,Ave;trana;v;endram;ondare;in;televisione,Ave trana vendram ondare in televisione
1022,Roma;ali,Roma M U N ali,Romam;unaliali,Romam unaliali
1023,ari;oca;ari;gin,CAN ari IL oca LIP ari gin I,Canari;il;ocali;parigini,Canari il ocali parigini
1024,est;nemici,MA est nemici D I,Maestne;micidi,Maestne micidi
1025,corte;Roma;ali,corte S I Roma MU N ali,Cortesi;roma;munanali,Cortesi roma munanali
1026,stipo;olla,stipo FF olla TO,Sto;piffolla,Sto piffolla
1027,epoca;racchetta;amare,V epoca N racchetta T amare,Veporan;raggi;cattà,Veporan raggi cattà
1028,onde;rive;monte;tori,S onde M E rive NA monte N A tori,Son;de;meriva;n;ammonte;natori,Son de meriva n ammonte natori
1029,lisca;rosa;moro,G lisca N rosa moro SI,Gli;scanner;somorosi,Gli scanner somorosi
1030,micio;dama;ila;do,DO micio N dama ila V I do,Domi;cion;da;mai;l;avido,Domi cion da mai l'avido
1031,est;lady;tese,G est OPO lady R tese,Gesto;poco;ladrire,Gesto poco ladrire
1032,nani;dee;prete;Ate,nani dee prete Ate,Nanidee;preteate,Nanidee preteate
1033,mi;busta;non;in,mi busta A non in,Mi;bustano;nonin,Mi bustano nonin
1034,riff;ali;buchi,C riff OG ali buchi TTO,Criminali;bugiotti,Criminali bugiotti
1035,geco;perle;Po,CE geco NE perle S Po,Cegé;coneper;le;spo;lento,Cegé coneper le spo lento
1036,nasi;viso;pirati,nasi ST I viso S pirati,Nasi;stiviso;sperirati,Nasi stiviso sperirati
1037,ceri;scafo,ceri S scafo NA,Cersca;scofona,Cersca scofona
1038,tre;mici,E L I tre mici,Elitre;mi;cici,Elitre mi cici
1039,rane;Cipro;astri,G rane L Cipro N C astri,Granelli;cronastri,Granelli cronastri
1040,canoa;ali;Parigi;semi;dischi,VUL canoa LB ali Parigi A N semi dischi A,Vulcano;alba;lari;parigiana;si;dischi,"Vulcano, alba, lari, parigiana si dischi"
1041,con;osti;rei;la,con QU I osti rei N C la LI,Conquistori;erin;California,Conquistori erin California
1042,est;zii,C est P zii,Cestip;zia,Cestip zia
1043,pinna;lidi;reti,pinna CO lidi M I NA reti,Pinacolidi;mi;naturati,Pinacolidi mi naturati
1044,stuoia;nata,DI stuoia TE nata,Dis;uotienata,Dis uotienata
1045,Arca;AIN;lese,T Arca ST AIN G lese,Tarcasta;inglese,Tarcasta inglese
1046,oli;erma,CHI oli T erma,Chioli;terma,Chioli terma
1047,zio;zio;re,SPA zio zio AN re,Spaziozio;anneri,Spaziozio anneri
1048,tra;asce;Edipo;lana,S tra asce ON Edipo P O lana,Straasceone;di;popolana,Straasceone di popolana
1049,rovo;cardi;micio;oli,P rovo cardi SA micio T EV oli,Provocar;disami;ciovevoli,Provocar disami ciovevoli
1050,magi;prime;ali,IM magi NIM prime DI ali,Immagini;mimprimediali,Immagini mimprimediali
1051,avo;cervi;are,L avo R O cervi Z I are,Lavore;co;veriziare,Lavore co veriziare
1052,sarta;testa;re,U sarta N testa DE re,Usar;tante;sedere,Usar tante sedere
1053,tende;sci,tende N sci QU A,Tendenza;sciqua,Tendenza sciqua
1054,riva;balle;rei;Ario,AR riva balle MP rei N O R Ario,Arriva;ballem;per;orario,Arriva ballem per orario
1055,sol;non,UO sol non SI,Uosol;nonnosi,Uosol nonnosi
1056,biscotti;ananas;tini,biscotti N T ananas T tini,Biscottina;nastrinetti,Biscottina nastrinetti
1057,con;biliardo,con FI biliardo VI,Confibili;ar;dovì,Confibili ar dovì
1058,Parigi;negro,CAM Parigi negro G,Campari;in;o;grado,"Campari, in o grado"
1059,ria;i;vi;re,P ria i vi STA re O,Pria;ivista;reo;molto,Pria ivista reo molto
1060,truc;mori,S A truc mori E,Satru;cumore,Satru cumore
1061,nero;eco,nero O N eco,Nero;onese,Nero onese
1062,Cuneo;mici,RIN Cuneo mici ZIE,Rincuneo;micizie,Rincuneo micizie
1063,nuca;di;icone;simili;Bi;la,nuca di icone simili Bi la,Nucadì;in;cone;simibi,Nucadì in cone simibi
1064,Frascati;Taranto;Tripoli,MO Frascati DI Taranto MO Tripoli,Mofrascati;di;Taranto;Tripoli,Mofrascati di Taranto Tripoli
1065,Po;reo,HAN Po E reo,Hanpoe;e;reo,Hanpoe e' reo
1066,ossi;nari;Pippo,ossi GE nari P Pippo NI,Ossigenari;a;piponi,Ossigenari a piponi
1067,re;oste;chia,P re SS oste R chia,Presso;ter;rischiare,Presso ter rischiare
1068,arsi;dotati,P arsi dotati,Parsi;dotati,Parsi dotati
1069,astaco;perle,M astaco perle GNO,Mastaco;per;legno,Mastaco per legno
1070,tea;ante,VO tea L ante,Vote;alante,Vote alante
1071,rapa;Berna;colo,rapa Berna colo,Rapa;Bernacolò,Rapa Bernacolò
1072,ala;ti;diva,M ala T ti CI diva,Malatiti;cividia,Malatiti cividia
1073,cipresso;ali,FI cipresso AT R ali,Ficir;presatori,Ficir presatori
1074,asce;mina,E N asce AR mina,Enasce;armina,Enasce armina
1075,remi;Mida;tana,T remi Mida N tana TI,Tre;mi;dimantanti,Tre mi dimantanti
1076,porta;ferite,S porta S ferite,Sport;asferite,Sport asferite
1077,nuca;fra;liquefatto;re;barile,nuca S fra liquefatto re barile NA,Nuca;sfraliquefatto;rebar;ilena,Nuca sfraliquefatto rebar ilena
1078,asse;di;ago,L asse di ago,Lase;di;agogo,Lase di agogo
1079,baracca;via;ghiro,UNI baracca via MA I ghiro,Unibar;acca;viaghiro,Unibar acca viaghiro
1080,era;tina,B era RAN tina,Bere;ranitina,Bere ranitina
1081,ile;geco,G ile geco NE,Gigole;gocenè,Gigole gocenè
1082,podista;topo;basi,CA podista topo R basi S E,Capo;di;stato;porbasiese,Capo di stato porbasiese
1083,radici;icona;paraffina,radici L icona P OL paraffina,Radicili;copolparaffina,Radicili copolparaffina
1084,do;foro;turno,do foro turno,Dofor;onturno,Dofor onturno
1085,rei;onde,PA U rei N F onde,Parei;infonde,Parei infonde
1086,ode;sci;Po;ile,PR ode Z sci Po TA B ile,Prodezsi;copiabile,Prodezsi copiabile
1087,tre;redi,CE tre TA redi,Ceter;tr;aredi,Ceter tr aredi
1088,Roma;orci,DI Roma M orci,Diorama;morci,Diorama morci
1089,ginestra;cena,SAN ginestra cena NE,Sangine;stracene,Sangine stracene
1090,sergente;ala;menti,CAU sergente M ala NA menti,Cause;regentamaliamenti,Cause regentamaliamenti
1091,Pan;orbite,GiAccaE Pan T orbite,Giacca;e;pantalore,Giacca e pantalore
1092,Agostino;lati,M Agostino S O L lati,Magos;tinosoli,Magos tinosoli
1093,pale;camicia;lenta,pale camicia lenta,Palecami;calentà,Palecami calentà
1094,lati;liana,AL lati CI liana,Alla;ticiliana,Alla ticiliana
1095,arti;nari;la,QU arti nari C la TA,Quartina;riclatata,Quartina riclatata
1096,nero;guida,PO nero AN guida,Pone;roanguida,Pone roanguida
1097,picco;Barca;noci,picco L A Barca CA noci,Piccola;barcacanoci,Piccola barcacanoci
1098,dadi;pedine,C O dadi T OR pedine,Coda;di;Torpedine,Coda di Torpedine
1099,esca;lima;morbide,esca CO lima R morbide I,Escacolima;rombidie,Escacolima rombidie
1100,Grant;coda;Russia,Grant UR coda MA Russia RE,Granturo;da;marisare,Granturo da marisare
1101,Milano;nave;ali,CY Milano U nave I V ali,Cymoniamo;navevi,Cymoniamo navevi
1102,collage;trucchi,collage LA trucchi NTE,Colla;gelatrutticente,Colla gelatrutticente
1103,neri;dee;di;asso,neri dee di asso,Neridee;disso,Neridee disso
1104,Rabat;cagna,A Rabat AC cagna,Araba;tacchigna,Araba tacchigna
1105,rei;ciocco,C rei C ciocco,Creico;cocco,Creico cocco
1106,la;lidi;usci;stalla;arco;sestiere;pera,la C A L lidi usci R stalla F arco sestiere NS pera TE,Lacali;disci;ristallate;a;far;cose;sterneperate,Lacali disci ristallate a far cose sterneperate
1107,mi;Atene,COM mi Atene NTI,Commia;ten;entità,Commia ten entità
1108,mas;rana,mas E rana NE,Masure;anenne,Masure anenne
1109,onde;miss;colo;oche;cono;cono;cero;osa,N onde miss A colo R oche DI cono DI cono S cero GN IC osa,Non;demis;saccolo;r;oche;dei;condoni;con;oscerogni;cosa;osa,Non demis saccolo r oche dei condoni con oscerogni cosa osa
1110,rom;chef;resine,P rom IS chef NDO resine,Promische;fonderesine,Promische fonderesine
1111,con;distese;la,con distese la TE,Condi;stesela,Condi stesela
1112,Cuneo;usa,RIN Cuneo T TE usa,Rincuneo;totaleusa,Rincuneo totaleusa
1113,tu;refe;vi;Oglio,tu refe RI vi RG Oglio,Turefe;rivi;rig;logoglottia,Turefe rivi rig'logoglottia
1114,oca;lander;alice,L oca lander AN alice TO,Localo;andarlacieto,Localo andarlacieto
1115,Parigi;usto,Parigi usto,Pari;giusto,Pari giusto
1116,re;di;ali,C re di E V ali,Credi;evivali,Credi evivali
1117,nato;ori,U nato R ori,Una;torrore,Una torrore
1118,ari;personaggio;basi,M ari personaggio R basi S E,Marip;personaggio,Marip personaggio
1119,Edipo;tiari;tini,Edipo tiari tini,Edipo;tiranti,Edipo tiranti
1120,Taranto;Eros;lesto;ovest,S Taranto Eros L lesto TT ovest I,Starantore;solle;stottovi,Starantore solle stottovi
1121,bacca;orsi,VE bacca P orsi,Vebac;caporsi,Vebac caporsi
1122,unti;qui;re;con;ed,unti P qui re con ed,Un;tipo;quiricone,Un tipo quiricone
1123,cardi;anitre,cardi G anitre C C E,Cardigani;t;reccie,Cardigani t reccie
1124,tra;serio,tra PP OL serio PI,Trappol;seri;opi,Trappol seri opi
1125,remi;toni,V UL remi S toni,Vulermi;stonisti,Vulermi stonisti
1126,madida;teca;con,NO madida teca C con E,Nomadi;da;tecaccone,Nomadi da tecaccone
1127,Pan;aro;Ati,Pan IN aro T T Ati,Panini;artattì,Panini artattì
1128,nume;tom;Agostino,nume tom Agostino,Numeto;magostino,Numeto magostino
1129,da;pesa;Diana;viadotto,da LI CA pesa Diana V I viadotto,Dalicap;esadianavi;viadotto,Dalicap esadianavi viadotto
1130,griff;odi;cardi,griff I R odi I cardi,Grif;fior;di;cardi,Grif fior di cardi
1131,edera;cono;tele;Raul,ACC edera ISO cono L tele FO Raul,Accede;a;isocon;olt;teleforaul,Accede a «isocon» olt teleforaul
1132,lati;ara;tono;manico,lati LI CA ara tono RO manico,Latilica;ar;atono;romanico,Latilica ar atono romanico
1133,corda;rea;assi;re;semi;ari,RI corda rea L assi M P re semi LI T ari,Ricordare;assi;permessi;litari,Ricordare assi permessi litari
1134,schede;Pan;orbite,TA schede I Pan T orbite,Tasche;dei;pantorbite,Tasche dei pantorbite
1135,onde;prime,W onde RF prime,Wondere;rifre;prime;riferite,Wondere rifre (prime) riferite
1136,Roma;ali,COM Roma OVI ali,Comoramo;violali,Comoramo violali
1137,pirati;remi,S O S pirati P remi,Sospiri;tarpèmi,Sospiri tarpèmi
1138,pedali;di;Maradona,O S pedali di S Maradona,Ospedali;dismara,Ospedali dismara
1139,col;re;Berna;in,col re Berna in,Colre;Bernain,Colre Bernain
1140,Po;Rodano;dita;dito,Po E SI Rodano E dita dito TO,Poesie;rodanòe;di;tato,Poesie rodanòe di tato
1141,top;tese;do;do,PAS top N tese RA do do TRO,Pastop;ntesé;sarado;d;otto,Pastop ntesé sarado d otto
1142,in;Taro,S in Taro NTE,Sintara;notte,Sintara notte
1143,ori;pirati,FAV ori SOS pirati,Favori;sospirati,Favori sospirati
1144,are;Mida;tana,TU are Mida N tana TI,Turemi;dantanati,Turemi dantanati
1145,Berna;lido;Ati,TA Berna CO lido R Ati,Tabernacoli;dorati,Tabernacoli dorati
1146,are;in;tre;nato,M are in tre I nato,Mare;intrinato,Mare intrinato
1147,assi;est;tede;fico,A L assi est T tede L P ACI fico,Alassi;estretti;del;pacifico,Alassi estretti del pacifico
1148,remi;pio,AR remi SEM pio,Arremi;sempio,Arremi sempio
1149,velo;ave;col,velo CIT ave R TI col SA,Velocità;verticale,Velocità verticale
1150,nere;nere;nere;merli;aro;Pan,nere L nere M M nere merli L aro P Pan I,Nerel;ne;remmener;me;remerli;lariopa;non;pani,Nerel ne remmener me remerli lariopa non pani
1151,papi;onde;zio,papi LL onde LI zio SO,Papillò;delizioso,Papillò delizioso
1152,merli;di;fionda,merli A di fionda NA,Merril;aifondana,Merril aifondana
1153,ava;pinna;orata,UN ava M pinna M orata,Una;vampa;inormorata,Una vampa inormorata
1154,osti;Mesoamerica;oca,B osti Mesoamerica LL oca TI,Bosti;mesoame;ricollati,Bosti mesoame ricollati
1155,orchi;rete;timoni,T orchi A rete S timoni,Torchiare;testimoni,Torchiare testimoni
1156,attori;edera,P I attori C edera,Piatto;ricedera,Piatto ricedera
1157,nata;osti,GIO nata osti LE,Giona;tostile,Giona tostile
1158,denti;Meso;massi;ode;unti;agli;ami,S T U denti AM Meso L massi M ode I P unti agli E S ami,Studenti;ammessi;al;massimo;dei;punti;nelle;sami,Studenti ammessi al massimo dei punti nelle sami
1159,ode;arpa;orli,F ode R arpa N T orli,Foderar;pantorli,Foderar pantorli
1160,in;rei;con;asce,in DI rei L con asce,Indire;il;conasce,Indire il conasce
1161,di;orari;mostra;asce,di F orari SS I mostra asce ONE,Diforarissimo;drammaceone,Diforarissimo drammaceone
1162,mani;corda;tana,mani L I corda L E tana,Manilico;doraletana,Manilico doraletana
1163,sumeri;etti,P sumeri L etti,Psumer;iletti,Psumer iletti
1164,con;asce;ferito,con asce D I F ferito,Conasce;differito,Conasce differito
1165,visi;rima;aro,visi T rima N Z aro,Visitir;manzaro,Visitir manzaro
1166,cola;biliardo;oli,S cola R E biliardo P oli,Scolarebili;ar;dopoli,Scolarebili ar dopoli
1167,navi;pinna;ora,U navi pinna M ora T A,Una;vita;pinnamarota,Una vita pinnamarota
1168,pirati;armi,I S pirati C armi,Ispirati;carri,Ispirati carri
1169,reo;est;bar;carte,AE reo CH est bar C carte R RA,Aereo;che;sta;bar;carta;rerà,Aereo che sta bar carta rerà
1170,noci;astore,CO L noci F astore,Colno;ci;fisastro;re,Colno ci fisastro re
1171,mani;sciarpa,F I mani NG sciarpa,Fima;ningiacarpa,Fima ningiacarpa
1172,Milano;colori;anca,TA Milano colori M B I anca TO,Tamilanocolo;rimbiancato,Tamilanocolo rimbiancato
1173,reazione;tede;testa,T reazione N tede testa TO,Tereazione;detestato,Tereazione detestato
1174,sarto;re,TA sarto re NI,Tastar;toreni,Tastar toreni
1175,umide;in;tre;ari;nati,E R umide ST in A tre ST ari N S A nati,Erumid;estintare;a;stari;nassanti,Erumid estintare a stari nassanti
1176,ile;Ares;tra;asce,R ile V Ares T tra asce ONI,Rilevare;straccioni,Rilevare straccioni
1177,in;Messi;Erode,in Messi D Erode,Inmessi;dero,Inmessi dero
1178,gallo;nido,I gallo nido RO,I;galloni;d;oro,I galloni d'oro
1179,arti;re,G R arti T O R re,Grarti;torrore,Grarti torrore
1180,colle;rasate;data,colle rasate data,Collera;satata,Collera satata
1181,ria;gola;tre,TI ria N gola tre T E,Tiri;angolare;t;tema,Tiri angolare tema
1182,unti;denti;liquefatto,unti P O D denti OC liquefatto,Un;tipo;denticoliquefatto,Un tipo denticoliquefatto
1183,si;con,SIG si con O,Signico;nove,Signico nove
1184,rete;chiese;sub;pere,NON rete L Z O chiese sub D I S pere,Non;re;telo;chi;è;secesso;di;spere,Non re telo chi è secesso di spere
1185,file;tutte;di,file M tutte di ALE,File;mottendiale,File mottendiale
1186,raffica;nei;assi;fon,T raffica R nei B assi fon DI,Traficar;nei;bassifondi,Traficar nei bassifondi
1187,rea;rane;olla,PAS rea VE rane L olla,Passe;ava;rea;neolla,Passe ava rea neolla
1188,in;sala;teca;coter;sci,in sala teca E coter A sci O,Insalate;cocotte;re;aciocò,Insalate «cocotte» re aciocò
1189,Roma;in;sta,Roma NZ in RI sta,Romanzi;narrista,Romanzi narrista
1190,scope;Edipo;ree,scope R T Edipo R ree S I,Scoperte;di;porreesi,Scoperte di porreesi
1191,destra;tea;tane,CO destra tea G O S tane,Code;straite;agostane,Code straite agostane
1192,mina;Edipo;odori,mina N T Edipo M odori,Minante;di;pomodori,Minante di pomodori
1193,Berna;neri;usci,I Berna ZI O neri usci T A,Bernazioneri;uscità,Bernazioneri uscità
1194,esca;medusa;basi,TR esca medusa R basi S I,Tre;scamede;usabissi,Tre scamede usabissi
1195,api;dive;Nostradamus,C api dive S TI Nostradamus,Capi;di;vestinostradamus,Capi di vestinostradamus
1196,orsi;reo;Eva,T orsi A reo Eva E,Torsiare;ovese,Torsiare ovese
1197,Taranto;conta;divi;son,S Taranto conta LE divi son E,Starantone;tale;di;vision,Starantone tale di vision
1198,si;culto,CA si culto SE,Casicuo;tosese,Casicuo tosese
1199,di;ceca;valle;come;di;ave,CO di ceca valle RE S come di,Codice;cavalleresco;memode,Codice cavalleresco memode
1200,ava;zia;agli;roso;dio,L ava RI zia F agli UO roso dio SI,L;avarizia;fa;gli;uroso;deiosi,L'avarizia fa gli uroso deiosi
1201,con;remo;teste;via;sai,SE con O remo teste S S O via A S sai,Se;conore;mo;teste;sso;via;assai,Se conore mo teste sso via assai
1202,rovi;ceco;cereali,P rovi N ceco M cereali,Province;comercere,Province comercere
1203,mora;alloggio;pedale,DI mora N alloggio S pedale,Dimorana;logo;gospel,Dimorana logo' gospel
1204,sciabola;naso;anta,VI sciabola MI naso L anta,Visci;abola;mini;sola,Visci abola mini sola
1205,duca;rea;nano;elmi;ree;agente;Cipro;pila;Era,E duca rea nano ST elmi MP ree R agente Cipro CO pila IT Era I,Educare;ananostem;mpree;r;agente;cipròco;il;teatria,Educare ananostem mpree r agente cipròco il teatria
1206,pini;rame;ascia;scie,O pini O rame ascia NO scie T I,Opinior;ama;sciacosc;iti,Opinior ama sciacosc iti
1207,la;riso;corsari,la V O riso S corsari,Lavori;sorsari,Lavori sorsari
1208,per;adipe;tea,per N adipe S tea NE,Perna;di;pescateane,Perna di pescateane
1209,Mesoamerica;menti,SOM Mesoamerica M menti,Somesoma;reacimenti,Somesoma reacimenti
1210,foca;Anna,foca C Anna LDE,Focacca;nell',Focacca nell'
1211,lame;rena,U N O lame rena,Un;ola;merena,Un'ola merena
1212,mino;in,CA mino in DA,Cami;nota,Cami nota
1213,pietra;mare,COP pietra mare SI,Copie;tramaresi,Copie tramaresi
1214,son;sta;dita,MON: sta O dita,Monstà;oditata,Monstà oditata
1215,re;odi;etto;tino,T re N odi R etto tino CCE,Treno;diretto;tino;cce,Treno diretto tino-cce
1216,su;qui;si;Volga,"su DIC, qui si Volga RI",Sudici;qui;silogari,Sudici qui silogari
1217,nari;posta;eco;ceco;lira,U nari S posta eco L ceco L MA lira,Una;risposta;eco;locale;l;mira,Una risposta eco locale l'ira mira
1218,papi;castori,papi L castori N DY,Papilca;storni,Papilca storni
1219,testa;para;tante;ali,testa RA P para TI M tante DI ali,Testar;apratati;mendiali,Testar apratati mendiali
1220,ila;sci;Messico;letti,R ila sci R Messico L letti V I,Rilasci;rispetti;collettivi,Rilasci rispetti collettivi
1221,Rabat;taglia,D U Rabat taglia,Dura;battaglia,Dura battaglia
1222,reo;fon;Cina,ME reo fon DI Cina LE,Mereofon;dicinale,Mereofon dicinale
1223,Po;cari;ami;tele;rio,PA Po cari C ami I L tele FO rio,Papa;originale;di;teleforio,Papa originale di teleforio!
1224,denti;rape;scafo;ali,RI denti rape S scafo R V ali,Ridenti;a;pescatori;vagli,Ridenti a pescatori vagli
1225,con;osa;piace,con CC osa piace N A,Concosa;piacena,Concosa piacena
